"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"64398651065245696","64302689248477185","7907312","","","2011-04-30 18:40:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@uknaus Bregenz?"
"64326079992709120","64257000875376640","8783762","","","2011-04-30 13:51:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann du warst nicht wirklich da oder?"
"64235293896740864","","51518017","","","2011-04-30 07:51:02 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@mike_matas a comment on Our Choice: http://t.co/4Js0pMQ","https://twitter.com/seiz/status/64234945429766145"
"64234945429766145","","","","","2011-04-30 07:49:39 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Love the ""Our Coice"" experience. It misses out on sharing though. Copying of text passages, linking to content etc. Very good for a 1.0."
"64021420388257793","64021079173242880","16346511","","","2011-04-29 17:41:10 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@heinzkamke aahhh, jetzt versteh ich. Ich bin sehr zufrieden. Danke der Nachfrage!"
"64020381891166210","64020070996783104","16346511","","","2011-04-29 17:37:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@heinzkamke war ich unzufrieden? Hattest Du den Eindruck? Gereizt?"
"64019729513316352","64019324947546112","15181260","","","2011-04-29 17:34:27 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@aleks_be @cruiser607 ja, das ist was ganz feines. Neulich in meinem Keller in ner Holzkiste entdeckt. Dachte da ist billiger Wein drin ;-)"
"64018357992697856","","","","","2011-04-29 17:29:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Und wie @aleks_be sagt, auch so einer geht rum. Belohnung steht bereit.  http://t.co/yy9ORzT","http://twitpic.com/4r2arl"
"64016466877497344","","","","","2011-04-29 17:21:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Das war der h?rteste Freitag meines bisherigen Arbeitslebens."
"63992558719733760","63885248555008000","16116684","","","2011-04-29 15:46:29 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@excuseoftheday You are tweeting everything twice. In case you'd want to know?"
"63910115048304640","63688546699059200","8783762","","","2011-04-29 10:18:53 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@markus_siepmann Kann die tats?chliche Gr??e leider doch nicht feststellen. Hatte da ein Tool aber das funktioniert nicht wirklich."
"63690431761879040","63687917545066496","14674939","","","2011-04-28 19:45:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@zuckerbaeckerin Gl?ckwunsch! Bua oder M?dle?"
"63689451863425024","63688546699059200","8783762","","","2011-04-28 19:42:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@markus_siepmann ja, aber dazu m?sste ich den Laptop anwerfen. Mach ich Morgen mal und geb Bescheid."
"63687274872840193","63686635405049858","8783762","","","2011-04-28 19:33:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@markus_siepmann find ich besser so als ne riesen App.  Und bei meiner Bandbreite hab ich es gar nicht bemerkt ;)"
"63685484819390464","63684647585972224","8783762","","","2011-04-28 19:26:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@markus_siepmann @erikschimmel hab's auch mal gekauft. Irre gut und das bei schlanken 52MB Download. Eat that Wired etc!"
"63680547687378944","63680043271983104","14510685","","","2011-04-28 19:06:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@erikschimmel @markus_siepmann ja, der Mike Matas ist ein Wunderkind. Ex Delicious Library, ex Apple..."
"63679017366208512","63677386985701376","8783762","","","2011-04-28 19:00:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann und hier die Firma hinter der App http://j.mp/iEPA7P"
"63678026101170176","63677386985701376","8783762","","","2011-04-28 18:56:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann hier gibt's ne Demo http://j.mp/meY04V"
"63676116568776704","","8783762","","","2011-04-28 18:49:03 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@markus_siepmann das ist das Framework von dem ich Dir auf der Pl0gbar erz?hlte:  http://j.mp/kzaZDJ"
"62891548341313536","62764682657800192","1160081","","","2011-04-26 14:51:28 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dentaku @erikschimmel @cruiser607 ?denn der muss permanent benutzt werden, damit die Qualit?t stimmt. Siehe Rastst?tten in Italien."
"62891305956671488","62764682657800192","1160081","","","2011-04-26 14:50:30 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@dentaku @erikschimmel @cruiser607 Was cruiser sagt. Ich habe beides und ich sage Dir, ein Siebtr?ger eignet sich nicht f?r privat?"
"62885843127386112","","","","","2011-04-26 14:28:48 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Thank god, said setting already exists ;-)"
"62885637262553088","","","","","2011-04-26 14:27:58 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Skype chat spam gets worse every day. Need ""only allow contacts"" to message me setting."
"62884795037913088","62884556533010432","14070881","","","2011-04-26 14:24:38 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jdriscoll Oh, you're not loosing your mind. I have seen it hide my status bar too some time ago, never happened again since?"
"62883236992393216","62612014962454528","14070881","","","2011-04-26 14:18:26 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@jdriscoll Works for me. Weird."
"62431537769095168","","","","","2011-04-25 08:23:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Nicht Ostereier suchen, sondern B?lle. In 18 L?chern."
"61892967211859968","","","61864499086495744","69553769","2011-04-23 20:43:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","RT @DerScholz: Inzwischen gibt es Ethikkommissionen f?r und gegen alles, nur nicht gegen die #Neubauer #flippstev?lligaus"
"61891221378965504","","","","","2011-04-23 20:36:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Grillsaison trotz Schauer erfolgreich er?ffnet."
"61423703010975744","61151147397873664","23774735","","","2011-04-22 13:38:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@Nandini_82 der indische ist halt auch so ne Sorte. Sehr lecker."
"61344095905382400","","","","","2011-04-22 08:22:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","My right thumb considers a class action law suit against the iFon back button in the upper left corner. iFon thumb is the new RSI."
"61144116758720512","61103526310445056","13257382","","","2011-04-21 19:07:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mhenders encrypted backup?"
"61141905370660864","61055242611073024","23774735","","","2011-04-21 18:59:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Nandini_82 @uknaus @m_schlueter warum so viel Koffeinfrei und wo ist der indische Grand Cru? ;)"
"61141097690300417","","","61032977001488384","666043","2011-04-21 18:55:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @danielpunkass: Required reading for anybody writing or reading about Apple's alleged ""location collection"": http://t.co/YonU12X","https://alexlevinson.wordpress.com/2011/04/21/3-major-issues-with-the-latest-iphone-tracking-discovery/"
"61140331026059265","","","61001936937287680","19961453","2011-04-21 18:52:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ChristophKappes: ?Was Google wirklich will - Die Supermaschine kommt"", @FAZ_NET http://t.co/0bKiCxz by me","http://bit.ly/f7WACX"
"60985201513340928","60984676709433344","19961453","","","2011-04-21 08:36:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ChristophKappes das war auf Gutjahr bezogen. Sag mal, ist dein FAZ Suchmaschinen Artikel online verf?gbar?"
"60983712061468672","60973375463501824","19961453","","","2011-04-21 08:30:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@ChristophKappes seine Location Daten ins Netz zu stellen und sich gleichzeitig ?ber ein ""Spionage Protokoll"" zu beschweren. Unbezahlbar."
"60956320349700096","60833393851629568","16745703","","","2011-04-21 06:41:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@x34dash ja, da habt Ihr nochmal Gl?ck gehabt."
