"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"822358922","","","","","2008-05-29 08:58:42 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Now that ""older"" is back on twitter, how about bringing back ""/with_friends"" too?"
"822345999","822332588","151933","","","2008-05-29 08:30:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@textism Now look at my pants. All wet. And the screen is sprinkled too."
"820365705","","","","","2008-05-26 18:57:18 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Perishable Beauty: http://snipurl.com/2aq07"
"820172979","","","","","2008-05-26 13:31:45 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Ah, ""Twitter will be short some features while recovering from a database crash."" How can a database crash? (i know i am a nitpicking moron)"
"820171521","","","","","2008-05-26 13:29:03 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","What happened to the ""With Friends"" view on twitter.com?"
"816836760","816756923","14773432","","","2008-05-21 18:54:47 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@favrd Leatter?"
"816600072","816577368","1305941","","","2008-05-21 14:03:39 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@jkottke to lie."
"815770679","815687948","2911221","","","2008-05-20 14:03:15 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@wilshipley Did i hear Party? Was that a public invitation?"
"815163714","815160114","1502501","","","2008-05-19 18:47:52 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@adamengst I just bought one 30 Minutes ago. Hopefully your review doesn't make me regret the purchase ;-)"
"814757207","","","","","2008-05-19 08:41:39 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","GTD Tip #1: Don't try to write a script to PDF the Apple Ajax Schedule of WWDC. Just wait for the nice 4c printout handed out to you at WWDC"
"812980389","812967404","61133","","","2008-05-16 18:12:10 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@zeldman Oh sorry! Reading tweets in chronological order didn't help to avoid sending you the link."
"812976995","812967404","61133","","","2008-05-16 18:07:11 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@zeldman To compare Suites, click this: http://snipurl.com/296po and then click on the ""Compare Editions"" TAB"
"811073326","","","","","2008-05-14 13:15:45 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Does anyone get it how todays teenagers can enjoy music bubbling out of their crappy cellphone speakers while they walk around?"
"811068485","811036467","33923","","","2008-05-14 13:09:32 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@cameronmoll i guess over here in old Europe, we would call such things ""Ornaments""."
"810886501","","","","","2008-05-14 07:28:24 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","Still geting the Netsol Backorder page for alistapart.com here."
"810046878","809714092","61133","","","2008-05-13 09:26:04 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@zeldman i guess you noticed this already: http://snipurl.com/28m6e"
"810028578","810012694","2911221","","","2008-05-13 08:46:39 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@wilshipley s/trolls//"
"807119554","807118891","2911221","","","2008-05-09 10:17:47 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@wilshipley yeah, right. Without login, the links are non functional."
"807076246","","","","","2008-05-09 08:38:55 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","My iPhone turns out to be a perfect SPAM amplifier. When will apple turn off autoloading of images (webbugs)?"
"807008059","806897580","636923","","","2008-05-09 06:04:48 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","@siracusa and i miss good scheduling and a way to tell Mail, that with IMAP, the INBOX may not be the center of the universe anymore."
"803854226","","","","","2008-05-05 13:34:51 +0000","<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","WWDC Ticket and Flight booked. Now looking for affordable lodging. Seems hotel prices in the City almost doubled since last year. Geeeezzzz."
