"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"6198916124","","","","","2009-11-30 11:33:34 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Fieser Blitzer aus silbernem Van in der Karlstr. GP Richtung Sonnenbr?cke. Mich hat er erwischt."
"6196757500","6196672221","15181260","","","2009-11-30 09:04:36 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@aleks_be Die klage ich in Grund und Boden."
"6181969407","6181884589","2087371","","","2009-11-29 22:26:35 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@iA I often ask them how the air up there is."
"6181838896","6180236422","10079052","","","2009-11-29 22:21:19 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@rjs I don't know you well enough to know wether you were serious with this. If yes, you should get more info on what realy happened there."
"6181717457","6180178683","92568087","","","2009-11-29 22:16:29 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@sauerstoff Wenn Du ihm Miete und Essen bezahlst, sicher. ;-)"
"6178637871","6178565389","12948892","","","2009-11-29 20:17:22 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@es_de_we auf Timo Beil's Website ist keinerlei Anleitung oder Konfiguration zu finden. Ich brauch aber sonst auch keine mms. Hab ja Email."
"6177685917","","","","","2009-11-29 19:39:18 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Heue anl?sslich einer Geburt die erste MMS meines Lebens bekommen. Das iFon konnte nichts damit anfangen."
"6177458362","6176474784","7907312","","","2009-11-29 19:29:51 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@uknaus Von wegen Tatort. Dieses Land geht zunehmend den Bach runter."
"6175481437","6174290980","61133","","","2009-11-29 18:06:06 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@zeldman We have a Hero: http://www.tackfilm.se/en/?id=1259517769621RA86 (flash) 
#bbd09"
"6174230821","","","","","2009-11-29 17:09:54 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Die Insel der Hundertj?hrigen. Jetzt auf Arte. Faszinierende Gesichter. Darin kann man in jeder Falte eine Geschichte lesen."
"6174138072","","","","","2009-11-29 17:05:45 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Wenn schon, dann sollten Adventskerzen schon rot sein. Goddammit Digital Naives!"
"6174014542","6172121090","7907312","","","2009-11-29 17:00:24 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@uknaus Ganz gro?! Hab ich vor Jahren mal live im Schorndorfer Zelt gesehen."
"6168755680","6168697874","260853","","","2009-11-29 12:33:16 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@UweKeim Saubledsgschw?z."
"6168740008","","16745703","","","2009-11-29 12:32:14 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@x34dash ?Delete previous installed versions of GPGMail.mailbundle in the folder ~/Library/Mail/Bundles/ or /Library/Mail/Bundles/)?"
"6168621491","6167055158","16745703","","","2009-11-29 12:24:40 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@x34dash Das steht aber alles in den Releasenotes gelle! ;-)  Das GPGMail.mailbundle also einfach wieder l?schen?"
"6168451983","6166948390","928881","","","2009-11-29 12:13:53 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@baranek Aber Hallo! Kann ich mir bei Bedarf Deine Nachbarn mal ausleihen?"
"6168394796","6165836495","7907312","","","2009-11-29 12:10:03 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","&gt; @uknaus Ja wie geil ist das denn: http://www.tackfilm.se/en/?id=1259495824581RA74"
"6167445729","","","","","2009-11-29 11:02:12 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Voil?, Br?nsch.  http://twitpic.com/rfx6m"
"6147505521","","","","","2009-11-28 18:37:12 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@gissmog ?"
"6147446495","","","","","2009-11-28 18:34:33 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Kann jemand unseren Politikern und Datensch?tzern das Internet ausdrucken und sie damit auf ne einsame Insel schicken? #analytics #cookies"
"6143149459","","","","","2009-11-28 15:24:10 +0000","<a href=""http://gowalla.com/"" rel=""nofollow"">Gowalla</a>","Kurzer Besuch, dann auf unseren Stand auf dem Weihnachtsmarkt.  ? at Esslingen Bahnhof http://gowal.la/s/ubu"
"6142800281","","","","","2009-11-28 15:07:19 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Kann mal jemand Gowalla ein paar Umlaute schenken? Danke!"
"6142660060","6142180282","9401452","","","2009-11-28 15:00:40 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@lgxxl iWeb Seiten haben halt grausame ladezeiten ?ber Edge zb. #spaghetticode"
"6142574502","","","","","2009-11-28 14:56:30 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Was ist der Unterschied zwischen Helmut Kohl und einem Pferd? Antwort hier: http://twitter.com/kristinakoehler/status/1476229429"
"6142524752","","","","","2009-11-28 14:54:00 +0000","<a href=""http://gowalla.com/"" rel=""nofollow"">Gowalla</a>","I'm at Hauptbahnhof in Goppingen http://gowal.la/s/xxg"
"6138943183","","","","","2009-11-28 11:04:34 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Markt. Check. Cappucino. Bestellt.  http://twitpic.com/rakfk"
"6138930095","","","","","2009-11-28 11:03:33 +0000","<a href=""http://gowalla.com/"" rel=""nofollow"">Gowalla</a>","I'm at Cafe Dolce in Goppingen http://gowal.la/s/t8G"
"6125535909","6125395744","92568087","","","2009-11-27 23:13:32 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@sauerstoff Mann benutzt ja auch keinen Spr?hschaum, sondern klassisch Pinsel und Seife. Probier's mal aus FTW!"
"6123230266","6122471955","92568087","","","2009-11-27 21:35:29 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@sauerstoff Hach."
"6122929576","","","","","2009-11-27 21:21:56 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","TextExpander f?r Mac OS X. Ein unverzichtbares Helferlein heute f?r 50% mit cupon code SMILEONFRIDAY: http://bit.ly/J39Kd"
"6122710831","6115981355","8783762","","","2009-11-27 21:11:56 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@markus_siepmann Ja, ganz gro? ist auch der hier: http://bit.ly/7Q8Ja7 und die Reaktion: http://bit.ly/4Q6afa"
"6122439540","","","","","2009-11-27 20:59:51 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","? kann auch ein Japaner sein, der nebenbei Sushi Meister und Gartenk?nstler ist."
"6122409609","","","","","2009-11-27 20:58:28 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Kennt jemand ne gute und zuverl?ssige  Putzfrau in G?ppingen?
Am liebsten ne Japanerin mit franz?sischem Akzent?"
"6122356800","","14674939","","","2009-11-27 20:56:00 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@zuckerbaeckerin Mein Programm am freien Tag heute: Staubsaugen, nass Wischen, Holzfl?chen der K?che mit Lein?l einlassen?"
"6122254247","","","","","2009-11-27 20:51:16 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Also das WP mobile Theme nervt. Bilder lassen sich nicht per pinch vergr??ern etc. und jedes mal muss man das Theme erneut abschalten."
"6122145099","6118117783","928881","","","2009-11-27 20:46:20 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@baranek holla, ist das noch ein TiBook?"
"6121982959","","","","","2009-11-27 20:39:16 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Da kann ich ja gleich nach Italien auswandern, da ist es w?rmer und Essen und Wein sind besser. 
#Brender"
"6121926045","","","","","2009-11-27 20:36:46 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Wird wohl demn?chst bei der GEZ seinen Anschluss k?ndigen m??en, da der Rundfunkstaatsvertrag offensichtlich nicht von Belang ist. 
#Brender"
"6117207244","","","","","2009-11-27 17:19:33 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Doch lieber a Roschdbr?dle.  http://twitpic.com/r6k2p"
"6117006685","6116962699","8783762","","","2009-11-27 17:11:26 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@markus_siepmann Logisch! Machen wir jeden Freitag. #derkleinstestammtischderwelt"
"6116721008","","","","","2009-11-27 17:00:12 +0000","<a href=""http://gowalla.com/"" rel=""nofollow"">Gowalla</a>","Maultaschen FTW ? at Mauld?schle http://gowal.la/s/Ajw"
"6113405968","6113327943","1502501","","","2009-11-27 14:46:42 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@adamengst Garmin does have a textile/velcro wristband which might be something for you: https://buy.garmin.com/shop/shop.do?pID=1335"
